name,category,price_tier,neighborhood,open_start,open_end,average_rating,good_for_kids,customer_review
accumsan tellus,Chinese,Expensive,East Village,21:22:48.000,10:03:06.000,4.2,0,In congue. Etiam justo. Etiam pretium iaculis justo.
vehicula condimentum curabitur,Italian,Medium,Upper West Side,12:29:20.000,13:25:41.000,3.6,1,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
ipsum,Italian,Medium,Queens,19:37:29.000,15:38:35.000,1.6,1,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
ipsum,Japanese,Medium,Queens,18:23:52.000,14:19:40.000,1.7,0,
mollis molestie,French,Cheap,Jackson Heights,12:28:18.000,9:08:57.000,4.8,1,
sapien ut,French,Cheap,East Village,19:19:56.000,17:44:41.000,1.9,1,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
ipsum,Greek,Cheap,Midtown,17:49:01.000,14:09:29.000,4.8,1,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
cubilia,Mexican,Expensive,Bronx,12:02:35.000,14:58:28.000,1.3,1,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
amet consectetuer,Indian,Cheap,Queens,14:22:42.000,8:03:14.000,3.9,0,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
vestibulum eget vulputate,Spanish,Expensive,Harlem,17:31:35.000,19:47:28.000,1.0,0,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl."
velit id pretium,Japanese,Cheap,Queens,17:00:42.000,11:37:37.000,1.9,1,
ante,French,Medium,Bronx,14:32:31.000,11:34:55.000,4.9,0,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo."
at,Thai,Cheap,Greenwich Village,13:22:11.000,23:07:20.000,4.8,1,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
quam turpis adipiscing,Indian,Expensive,Upper East Side,14:58:01.000,23:19:01.000,4.7,0,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui."
elementum,Thai,Cheap,Long Island City,12:23:04.000,8:06:50.000,4.9,1,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
sagittis,Greek,Cheap,Brooklyn,20:48:39.000,21:54:27.000,1.0,1,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
viverra diam vitae,Indian,Expensive,Midtown,11:36:37.000,18:39:49.000,1.4,1,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
eget elit,Spanish,Cheap,Bronx,16:02:23.000,20:54:14.000,2.7,0,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis."
dolor,French,Medium,Manhattan,11:05:30.000,9:00:25.000,3.0,0,
a,Mexican,Expensive,Downtown,17:12:03.000,15:53:34.000,3.4,0,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl."
at,Spanish,Expensive,Flushing,17:00:10.000,9:18:37.000,3.0,1,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
nam tristique tortor,French,Medium,Downtown,20:05:33.000,9:38:51.000,1.2,1,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
ultrices posuere,Spanish,Medium,Brooklyn,17:20:48.000,22:22:13.000,4.1,1,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
tortor id nulla,Greek,Cheap,Bronx,15:52:47.000,22:51:39.000,1.6,0,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus."
convallis,Italian,Cheap,Harlem,20:34:06.000,9:51:54.000,4.6,1,
sollicitudin,Spanish,Expensive,Lower East Side,16:34:49.000,9:12:24.000,1.3,0,
habitasse,Mexican,Expensive,Upper East Side,12:43:48.000,9:29:52.000,4.4,1,In congue. Etiam justo. Etiam pretium iaculis justo.
sit,American,Cheap,Greenwich Village,18:57:06.000,12:25:55.000,2.2,0,
nulla justo aliquam,Spanish,Expensive,Harlem,14:48:59.000,11:39:04.000,2.7,0,
nullam porttitor lacus,Spanish,Cheap,Jackson Heights,12:57:51.000,17:46:58.000,3.9,0,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
hac habitasse,Italian,Medium,Chelsea,11:29:32.000,12:52:36.000,3.0,0,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
aliquet,Indian,Medium,Chelsea,21:25:28.000,20:07:25.000,2.7,1,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
sit amet,Japanese,Expensive,Jackson Heights,17:14:28.000,23:07:05.000,2.4,1,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
integer ac leo,Greek,Expensive,Chelsea,11:52:50.000,14:18:33.000,1.4,0,
convallis nulla neque,Mexican,Cheap,Harlem,19:07:41.000,15:21:20.000,2.3,1,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
pede,Chinese,Expensive,Chelsea,21:04:20.000,17:41:55.000,4.9,1,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
quam sapien varius,Japanese,Medium,Lower East Side,11:48:23.000,23:26:22.000,2.2,0,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo."
sodales sed,Thai,Cheap,Manhattan,20:07:09.000,20:46:50.000,4.9,0,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
mauris viverra diam,Thai,Expensive,Queens,11:00:42.000,12:03:19.000,4.8,0,
interdum mauris ullamcorper,Chinese,Cheap,Lower East Side,19:44:40.000,21:21:57.000,1.9,1,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi."
posuere cubilia,Japanese,Cheap,Long Island City,16:05:00.000,21:43:31.000,4.7,0,
scelerisque quam,Japanese,Expensive,Midtown,11:16:51.000,22:19:14.000,2.0,1,
ultrices enim,French,Medium,Manhattan,12:51:46.000,22:04:31.000,4.3,1,
nibh,Japanese,Expensive,Queens,18:11:17.000,17:03:47.000,3.9,0,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
rhoncus mauris enim,Italian,Expensive,Brooklyn,18:13:54.000,18:07:49.000,1.0,0,
mauris non,French,Cheap,Queens,16:38:41.000,19:12:59.000,2.5,1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
mi integer ac,Indian,Cheap,Jackson Heights,12:20:26.000,9:51:56.000,4.9,1,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
massa donec,Japanese,Expensive,Chelsea,19:08:17.000,10:04:38.000,4.7,1,
iaculis,Greek,Medium,Williamsburg,18:31:32.000,21:23:59.000,3.5,1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus."
ipsum ac,Italian,Expensive,Downtown,13:44:42.000,12:35:43.000,3.6,0,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
nulla facilisi cras,American,Expensive,Bronx,15:36:34.000,18:08:10.000,2.2,0,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui."
eros,Italian,Cheap,Manhattan,19:12:38.000,15:52:10.000,2.5,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
odio elementum,Thai,Cheap,Long Island City,11:38:40.000,16:00:09.000,2.9,1,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst."
turpis a,Thai,Expensive,Jackson Heights,13:53:26.000,10:08:58.000,4.4,0,
curabitur in,Italian,Medium,Upper East Side,14:22:37.000,15:35:31.000,1.7,0,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
quis,Thai,Expensive,Astoria,16:06:24.000,15:03:45.000,3.8,0,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
orci,Spanish,Medium,Brooklyn,18:05:43.000,11:15:18.000,1.8,1,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
interdum venenatis,French,Expensive,Brooklyn,18:56:50.000,21:45:33.000,2.3,1,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis."
curabitur gravida nisi,Mexican,Expensive,Harlem,18:29:27.000,21:53:06.000,4.0,0,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
felis fusce posuere,French,Expensive,Midtown,21:02:01.000,21:39:16.000,3.7,1,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque."
vestibulum ante,Spanish,Expensive,Lower East Side,20:20:31.000,13:13:24.000,4.8,1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
montes,French,Medium,Manhattan,17:15:23.000,13:22:50.000,3.7,0,In congue. Etiam justo. Etiam pretium iaculis justo.
at velit vivamus,Mexican,Expensive,Flushing,12:40:53.000,11:59:38.000,2.6,0,
donec semper,Indian,Cheap,Long Island City,19:00:29.000,17:34:21.000,3.2,0,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
metus arcu adipiscing,Italian,Medium,Astoria,11:21:11.000,23:53:54.000,1.8,0,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
accumsan,Japanese,Medium,Chelsea,17:56:04.000,10:34:20.000,3.8,0,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat."
magna bibendum imperdiet,Greek,Cheap,Harlem,11:40:26.000,13:58:26.000,2.6,1,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
eu,Spanish,Cheap,East Village,13:40:08.000,17:52:31.000,3.8,0,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
venenatis tristique,American,Cheap,Park Slope,11:01:13.000,19:23:42.000,4.5,0,
ut erat id,Indian,Medium,Upper East Side,12:45:26.000,23:21:52.000,3.9,0,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
urna pretium,Indian,Cheap,Lower East Side,13:35:47.000,17:23:33.000,3.2,0,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
accumsan tortor quis,French,Cheap,Midtown,16:45:41.000,21:50:52.000,3.3,0,
consequat ut nulla,Chinese,Cheap,Upper East Side,18:36:18.000,9:25:21.000,2.6,0,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus."
